ID,Name,Age,Gender,Department,Salary,Joining Date,Performance Score,Experience,Status,Location,Session
929,Christopher Taylor,62,Female,IT,4876,11/12/2019,,18,Active,Chicago,Night
930,Nathaniel Castillo DDS,45,Other,HR,5730,10/01/2016,,19,Inactive,Los Angeles,Night
931,Stephanie Rodriguez,22,Other,HR,3681,23/04/2020,3,16,Active,New York,Night
932,Ronald Miller,20,Male,Sales,2850,24/10/2017,2,18,Active,New York,Night
933,Kristin Cole,50,Male,Sales,9616,03/02/2017,2,13,Inactive,Los Angeles,Night
934,Jeanette Mcbride,37,Male,IT,3364,10/12/2015,2,8,Active,Los Angeles,Evening
935,Christopher Krause,30,Male,IT,2735,11/11/2015,,16,Active,New York,Evening
936,Ryan Vazquez,62,Female,Sales,4369,04/12/2024,,17,Active,Chicago,Morning
937,Justin Turner,65,Other,HR,8129,29/02/2016,,10,Active,New York,Night
938,Gary Mitchell,52,Female,Sales,9963,22/09/2016,5,20,Inactive,Los Angeles,Morning
939,Andrea Odom,60,Female,Sales,8067,03/12/2023,,8,Inactive,New York,Evening
940,Joshua Murphy,57,Female,HR,8927,22/07/2024,,17,Active,Chicago,Night
941,Raymond Smith,49,Male,IT,7068,22/05/2019,,11,Active,Chicago,Morning
942,Elizabeth Middleton,38,Other,HR,8277,05/09/2020,4,9,Inactive,Los Angeles,Evening
943,Logan Peterson,60,Other,IT,2300,17/02/2017,,13,Active,New York,Morning
944,Tina Ramos,35,Male,IT,7251,15/12/2020,3,19,Active,Los Angeles,Evening
945,Mary Armstrong,29,Female,HR,9402,13/12/2017,,1,Active,New York,Night
946,Joel Tyler,49,Male,Sales,2940,05/05/2020,5,8,Inactive,New York,Night
947,Alex Walker,23,Male,IT,6916,11/10/2016,,10,Inactive,Los Angeles,Morning
948,Laura White,60,Other,IT,4595,17/07/2016,,6,Inactive,New York,Night
949,Kevin Bates,62,Other,HR,7389,03/01/2021,3,10,Active,Los Angeles,Evening
950,Dustin Carrillo,52,Other,Sales,5770,20/06/2016,1,10,Inactive,Los Angeles,Morning
951,Glenn Alexander,44,Male,IT,2389,10/04/2015,,15,Inactive,Chicago,Evening
952,Kevin Pearson,43,Female,IT,5833,28/06/2021,4,15,Active,Chicago,Night
953,Carmen Hurley,20,Male,HR,2786,14/10/2024,1,15,Active,Los Angeles,Morning
954,Ruth Osborne,53,Male,HR,5616,31/07/2022,4,16,Active,Los Angeles,Night
955,Gregory James,42,Other,Sales,4887,28/08/2020,3,13,Inactive,Chicago,Night
956,Erin Kelley,49,Other,Sales,3437,19/08/2019,,18,Inactive,Los Angeles,Night
957,Debra Knox,54,Other,Sales,6091,22/01/2018,2,12,Active,New York,Evening
958,Stacy Rogers,34,Other,Sales,6501,25/10/2023,,13,Active,Chicago,Night
959,Morgan Coleman,51,Female,HR,6415,20/03/2022,1,8,Inactive,New York,Evening
960,Alex Stuart,63,Other,HR,7490,11/03/2023,,16,Active,New York,Night
961,Charlene Nelson,63,Other,Sales,4954,22/11/2021,1,15,Inactive,New York,Night
962,Paula Moreno,21,Female,Sales,3896,14/03/2021,,7,Active,Chicago,Night
963,Matthew Rowe,65,Female,Sales,6788,22/01/2024,4,6,Active,New York,Evening
964,John Jordan,35,Male,HR,3433,06/09/2020,4,3,Active,Chicago,Night
965,April Parsons,46,Other,IT,3132,04/07/2015,2,10,Inactive,Chicago,Evening
966,Edgar Herrera MD,65,Female,HR,2959,26/06/2019,,2,Active,Los Angeles,Evening
967,Andres Barnett,50,Female,HR,2736,25/08/2024,1,13,Active,Chicago,Evening
968,Elizabeth Miles,25,Other,IT,4977,05/07/2024,2,19,Inactive,Los Angeles,Evening
969,Nicholas Edwards,65,Other,Sales,8928,05/04/2020,1,6,Active,Chicago,Evening
970,Michael Mejia,53,Male,Sales,8260,30/08/2020,,15,Inactive,New York,Night
971,Michael Reed,50,Male,IT,5639,07/09/2015,3,1,Inactive,New York,Morning
972,Kelsey Fischer,22,Male,IT,9049,21/06/2016,,19,Inactive,Chicago,Night
973,James Mendoza,23,Other,Sales,6871,11/04/2016,4,15,Inactive,New York,Morning
974,Catherine Kelley,18,Other,IT,3388,26/08/2024,,19,Inactive,Chicago,Evening
975,Brett Myers,37,Male,IT,3288,16/05/2018,2,15,Inactive,Los Angeles,Night
976,Bryce Anderson,52,Female,IT,2093,22/09/2020,,14,Active,New York,Night
977,Kimberly Ross,19,Male,Sales,9331,03/07/2018,5,12,Active,New York,Morning
978,Larry Johnson,24,Other,Sales,5081,30/10/2020,3,7,Inactive,New York,Morning
979,Michael Lee,18,Female,IT,6086,30/05/2019,4,7,Inactive,Los Angeles,Evening
980,Crystal Espinoza,55,Female,IT,4952,04/09/2023,2,5,Active,Chicago,Night
981,Jeffrey Johnson,28,Male,HR,2244,06/07/2021,4,2,Inactive,Chicago,Night
982,Emily Anderson,31,Female,Sales,4921,29/08/2016,,19,Active,New York,Evening
983,Stephen Ponce,46,Other,Sales,8696,14/10/2022,4,1,Active,New York,Evening
984,David Moody,43,Male,HR,8830,10/09/2021,,19,Inactive,Chicago,Evening
985,Jeffrey Hall,41,Other,IT,8768,27/08/2018,3,16,Inactive,Los Angeles,Night
986,Regina Ferguson,62,Other,HR,8555,21/04/2017,1,14,Inactive,Los Angeles,Morning
987,Melissa Bradley,39,Female,IT,9618,05/07/2015,1,13,Active,New York,Morning
988,Danielle Brown,31,Female,IT,5605,28/06/2024,,1,Active,Chicago,Morning
989,Hannah Hickman,36,Female,IT,9118,02/07/2022,5,5,Active,New York,Night
990,Shannon Meyer,18,Other,HR,9985,05/11/2022,4,18,Active,Chicago,Night
991,Amy Johnston,53,Female,HR,3991,03/09/2024,4,8,Active,Chicago,Morning
992,William Schultz,23,Other,Sales,4311,17/08/2019,,10,Inactive,Los Angeles,Evening
993,Ashley Daniels,25,Other,Sales,5524,24/11/2022,,8,Inactive,New York,Morning
994,Brandon Bruce,31,Female,HR,3371,25/09/2018,5,12,Inactive,Chicago,Night
995,Rachel Phillips,22,Male,IT,3096,27/10/2018,2,7,Inactive,Chicago,Evening
996,Pamela Reeves,49,Female,Sales,7652,23/06/2024,4,3,Active,Los Angeles,Evening
997,Todd Johnson,29,Female,Sales,6754,20/07/2018,,12,Inactive,New York,Morning
998,Michael Sanchez,18,Male,Sales,5278,05/07/2023,5,3,Active,New York,Morning
999,Ashley Taylor,51,Female,IT,5437,18/02/2022,4,9,Inactive,Los Angeles,Evening
1000,Shawn Scott,45,Male,IT,7364,31/07/2022,2,4,Active,New York,Morning
